5,2,0.4,23,7,70,115,24
5,2,0.5,16,6,67,122,24
5,2,0.6,24,13,67,115,21
5,2,0.7,22,11,64,117,22
5,2,0.8,18,11,68,120,21
5,5,0.4,54,2,92,68,7
5,5,0.5,43,9,92,69,7
5,5,0.6,53,3,90,66,9
5,5,0.7,47,6,91,72,7
5,5,0.8,49,5,92,71,7
5,10,0.4,71,2,100,25,0
5,10,0.5,66,6,95,27,1
5,10,0.6,70,4,91,25,0
5,10,0.7,70,4,92,27,0
5,10,0.8,72,9,82,24,1
5,25,0.4,80,0,29,0,0
5,25,0.5,81,0,31,0,0
5,25,0.6,81,0,38,0,0
5,25,0.7,79,0,29,0,0
5,25,0.8,91,1,29,0,0
5,50,0.4,74,0,4,0,0
5,50,0.5,74,0,4,0,0
5,50,0.6,74,0,4,0,0
5,50,0.7,74,0,4,0,0
5,50,0.8,74,0,4,0,0
10,2,0.4,74,0,4,0,0
10,2,0.5,74,0,4,0,0
10,2,0.6,74,0,4,0,0
10,2,0.7,74,0,4,0,0
10,2,0.8,74,0,4,0,0
10,5,0.4,74,0,4,0,0
10,5,0.5,74,0,4,0,0
10,5,0.6,74,0,4,0,0
10,5,0.7,74,0,4,0,0
10,5,0.8,74,0,4,0,0
10,10,0.4,74,0,4,0,0
10,10,0.5,74,0,4,0,0
10,10,0.6,74,0,4,0,0
10,10,0.7,74,0,4,0,0
10,10,0.8,74,0,4,0,0
10,25,0.4,74,0,4,0,0
10,25,0.5,74,0,4,0,0
10,25,0.6,74,0,4,0,0
10,25,0.7,74,0,4,0,0
10,25,0.8,74,0,4,0,0
10,50,0.4,74,0,4,0,0
10,50,0.5,74,0,4,0,0
10,50,0.6,74,0,4,0,0
10,50,0.7,74,0,4,0,0
10,50,0.8,74,0,4,0,0
25,2,0.4,74,0,4,0,0
25,2,0.5,74,0,4,0,0
25,2,0.6,74,0,4,0,0
25,2,0.7,74,0,4,0,0
25,2,0.8,74,0,4,0,0
25,5,0.4,74,0,4,0,0
25,5,0.5,74,0,3,0,0
25,5,0.6,74,0,4,0,0
25,5,0.7,74,0,4,0,0
25,5,0.8,74,0,4,0,0
25,10,0.4,73,0,4,0,0
25,10,0.5,74,0,4,0,0
25,10,0.6,74,0,4,0,0
25,10,0.7,74,0,4,0,0
25,10,0.8,74,0,4,0,0
25,25,0.4,73,0,4,0,0
25,25,0.5,74,0,4,0,0
25,25,0.6,73,0,4,0,0
25,25,0.7,74,0,4,0,0
25,25,0.8,74,0,4,0,0
25,50,0.4,74,0,4,0,0
25,50,0.5,74,0,4,0,0
25,50,0.6,74,0,4,0,0
25,50,0.7,74,0,4,0,0
25,50,0.8,74,0,4,0,0
50,2,0.4,74,0,4,0,0
50,2,0.5,74,0,4,0,0
50,2,0.6,74,0,4,0,0
50,2,0.7,74,0,4,0,0
50,2,0.8,74,0,4,0,0
50,5,0.4,74,0,4,0,0
50,5,0.5,73,0,4,0,0
50,5,0.6,74,0,4,0,0
50,5,0.7,74,0,4,0,0
50,5,0.8,74,0,4,0,0
50,10,0.4,74,0,4,0,0
50,10,0.5,74,0,4,0,0
50,10,0.6,74,0,4,0,0
50,10,0.7,74,0,4,0,0
50,10,0.8,74,0,4,0,0
50,25,0.4,74,0,4,0,0
50,25,0.5,74,0,4,0,0
50,25,0.6,74,0,4,0,0
50,25,0.7,74,0,4,0,0
50,25,0.8,74,0,4,0,0
50,50,0.4,74,0,4,0,0
50,50,0.5,74,0,4,0,0
50,50,0.6,74,0,4,0,0
50,50,0.7,74,0,4,0,0
50,50,0.8,74,0,4,0,0
250,2,0.4,74,0,4,0,0
250,2,0.5,74,0,4,0,0
250,2,0.6,73,0,4,0,0
250,2,0.7,74,0,4,0,0
250,2,0.8,74,0,4,0,0
250,5,0.4,73,0,4,0,0
250,5,0.5,74,0,4,0,0
250,5,0.6,73,0,4,0,0
250,5,0.7,74,0,4,0,0
250,5,0.8,74,0,4,0,0
250,10,0.4,74,0,4,0,0
250,10,0.5,74,0,4,0,0
250,10,0.6,73,0,4,0,0
250,10,0.7,74,0,4,0,0
250,10,0.8,74,0,4,0,0
250,25,0.4,74,0,4,0,0
250,25,0.5,74,0,3,0,0
250,25,0.6,74,0,4,0,0
250,25,0.7,74,0,4,0,0
250,25,0.8,74,0,4,0,0
250,50,0.4,74,0,4,0,0
250,50,0.5,74,0,4,0,0
250,50,0.6,74,0,4,0,0
250,50,0.7,74,0,4,0,0
250,50,0.8,74,0,4,0,0
